Match,Player,TI,Team,Runs,I.Runs,B.Impact,Bowl,I.Wkts,Bo.Impact,Rank
S03M039,Shubman Gill,62.47,LSG,47(22),52.97,62.47,,,0.0,1606
S02M033,H Klaasen,62.45,PBKS,54(39),58.71,62.45,,,0.0,1607
S03M039,Yudhvir Singh,62.45,GT,12(7),12.29,12.59,'2-43',2.52,49.86,1608
S02M056,RG Sharma,62.41,PBKS,53(31),58.29,62.41,,,0.0,1609
M011,YBK Jaiswal,62.4,RR,40(17),48.72,62.4,,,0.0,1610
S04M060,KA Pollard,62.35,CSK,47(22),54.73,62.35,,,0.0,1611
S05M073,TA Boult,62.34,MI,13(6),14.6,15.89,'1-21',0.88,46.45,1612
S05M060,D Wiese,62.32,GT,43(15),51.65,67.22,'0-32',0.0,-4.9,1613
S05M044,B Sai Sudharsan,62.21,CSK,63(53),62.87,62.21,,,0.0,1614
S03M052,AK Markram,62.15,SRH,41(31),40.01,38.45,'2-36',1.44,23.7,1615
S05M056,C Sakariya,62.15,SRH,,,0.0,'2-24',2.68,62.15,1616
S05M041,RD Rickelton,62.14,LSG,59(42),60.37,62.14,,,0.0,1617
S04M071,MA Starc,62.07,KKR,,,0.0,'3-37',3.12,62.07,1618
S05M025,YS Chahal,62.05,RCB,11(8),10.05,9.26,'2-40',2.9,52.8,1619
S05M045,R Sai Kishore,62.03,MI,,,0.0,'2-25',3.01,62.03,1620
M062,Swapnil Singh,61.99,RR,2(2),0.42,-0.81,'3-29',2.85,62.8,1621
S04M009,DS Rathi,61.92,KKR,,,0.0,'2-41',3.07,61.92,1622
S03M031,VR Iyer,61.91,SRH,32(12),42.8,61.91,,,0.0,1623
S03M021,KL Rahul,61.85,SRH,61(41),61.27,61.85,,,0.0,1624
S02M022,Suryansh Shedge,61.85,CSK,40(16),49.54,63.83,'0-32',0.0,-1.99,1625
S03M031,AK Markram,61.82,SRH,,,0.0,'2-40',3.08,61.82,1626
S02M016,Harpreet Brar,61.81,RCB,12(11),11.97,11.96,'2-38',2.51,49.85,1627
S04M008,Abhishek Sharma,61.8,MI,50(26),53.34,61.8,,,0.0,1628
M047,Q de Kock,61.79,PBKS,57(36),57.57,61.79,,,0.0,1629
S03M048,Zeeshan Ansari,61.76,LSG,,,0.0,'2-43',3.11,61.76,1630
S05M031,PD Salt,61.76,RCB,55(38),57.56,61.76,,,0.0,1631
S02M052,Mohammad Nabi,61.75,GT,,,0.0,'2-42',2.9,61.75,1632
M058,JJ Bumrah,61.75,RCB,4(1),7.93,14.74,'2-33',2.32,47.01,1633
S02M043,PWH de Silva,61.75,DC,7(9),5.22,2.74,'1-28',2.98,59.01,1634
S04M051,Tarang Gohel,61.73,DC,50(25),56.65,61.73,,,0.0,1635
S04M006,PHKD Mendis,61.72,SRH,35(11),44.07,61.72,,,0.0,1636
S04M044,SV Samson,61.69,GT,48(21),56.27,61.69,,,0.0,1637
S05M082,Aniket Verma,61.69,RR,41(15),48.64,61.69,,,0.0,1638
M046,AR Patel,61.63,CSK,32(20),34.87,37.79,'1-35',1.29,23.83,1639
S04M085,RD Gaikwad,61.63,GT,51(26),55.69,61.63,,,0.0,1640
S05M009,SP Narine,61.63,KKR,31(18),34.04,39.56,'1-32',1.28,22.07,1641
S05M026,RG Sharma,61.61,KKR,52(30),55.8,61.61,,,0.0,1642
S03M014,GD Phillips,61.6,GT,39(33),37.63,35.69,'1-21',1.38,25.91,1643
M023,Azmatullah Omarzai,61.53,RR,30(20),33.79,37.33,'1-31',1.03,24.21,1644
S04M035,Anmolpreet Singh,61.45,CSK,54(32),55.47,61.45,,,0.0,1645
S02M028,N Sindhu,61.44,DC,50(24),54.36,61.44,,,0.0,1646
S02M013,M Markande,61.43,PBKS,,,0.0,'3-26',2.86,61.43,1647
S03M056,P Simran Singh,61.42,SRH,42(24),55.12,61.42,,,0.0,1648
S05M020,JJ Bumrah,61.39,DC,,,0.0,'2-20',2.16,61.39,1649
S05M060,RD Gaikwad,61.39,GT,50(23),54.06,61.39,,,0.0,1650
M069,Urvil Patel,61.39,DC,54(36),57.6,61.39,,,0.0,1651
M051,PD Salt,61.38,RCB,44(25),58.21,61.38,,,0.0,1652
S04M020,FH Allen,61.34,PBKS,39(17),52.55,61.34,,,0.0,1653
S04M073,JM Sharma,61.3,RCB,48(23),52.48,61.3,,,0.0,1654
M034,AR Patel,61.25,CSK,21(21),17.99,16.43,'2-34',2.4,44.82,1655
S05M065,MP Stoinis,61.22,KKR,47(25),55.11,65.71,'0-29',0.0,-4.49,1656
S05M038,H Klaasen,61.21,CSK,64(43),63.04,61.21,,,0.0,1657
S04M063,Ramandeep Singh,61.19,LSG,21(13),22.36,24.5,'1-31',1.92,36.69,1658
M038,T Natarajan,61.18,CSK,,,0.0,'2-15',2.35,61.18,1659
S03M033,Naman Dhir,61.18,GT,52(31),55.29,61.18,,,0.0,1660
S03M068,DAJ Bracewell,61.16,MI,,,0.0,'2-50',3.14,61.16,1661
S03M068,DAJ Bracewell,61.16,MI,,,0.0,'2-50',3.14,61.16,1662
S03M068,DAJ Bracewell,61.16,MI,,,0.0,'2-50',3.14,61.16,1663
M017,Abhishek Sharma,61.07,MI,53(36),62.12,61.07,,,0.0,1664
S02M071,Kuldeep Yadav,61.06,SRH,,,0.0,'3-26',2.86,61.06,1665
S02M070,R Ashwin,61.02,KKR,,,0.0,'1-19',1.63,61.02,1666
S02M030,DS Rathi,61.02,KKR,4(2),3.07,2.49,'1-58',3.08,58.53,1667
S04M056,PHKD Mendis,61.0,SRH,24(12),27.22,36.08,'1-9',1.1,24.92,1668
S03M009,PJ Cummins,60.97,PBKS,8(4),8.41,9.24,'2-38',2.5,51.73,1669
S03M048,AJ Turner,60.94,MI,6(5),5.2,4.1,'2-27',2.78,56.84,1670
S04M061,JJ Bumrah,60.94,MI,,,0.0,'4-35',3.13,60.94,1671
S04M046,T Natarajan,60.94,CSK,,,0.0,'2-42',2.96,60.94,1672
S05M013,CH Gayle,60.9,CSK,13(19),8.94,6.24,'2-27',2.28,54.67,1673
S05M004,PWH de Silva,60.89,RCB,1(1),-0.15,-0.98,'3-30',2.95,61.87,1674
S03M046,Naveen-ul-Haq,60.88,SRH,,,0.0,'2-39',3.09,60.88,1675
M053,Suryansh Shedge,60.88,CSK,13(11),10.76,9.21,'2-37',2.54,51.66,1676
S05M058,AB de Villiers,60.86,RR,51(27),59.26,60.86,,,0.0,1677
S02M064,B Kumar,60.84,KKR,0(6),-2.3,-1.72,'2-35',2.81,62.56,1678
M038,AR Patel,60.83,CSK,,,0.0,'2-27',2.86,60.83,1679
M024,Dhruv Jurel,60.82,LSG,66(45),61.51,60.82,,,0.0,1680
S02M061,SS Iyer,60.82,LSG,50(34),51.4,60.82,,,0.0,1681
S03M037,Mayank Dagar,60.82,RR,,,0.0,'2-44',3.03,60.82,1682
S05M051,JP Inglis,60.81,GT,48(29),52.57,60.81,,,0.0,1683
S04M051,AD Russell,60.8,DC,26(22),22.33,19.52,'1-10',1.62,41.28,1684
S04M042,MJ Owen,60.78,DC,38(14),44.31,60.78,,,0.0,1685
S05M075,NT Ellis,60.73,SRH,0(2),-1.24,-1.73,'3-48',2.96,62.47,1686
S05M012,YBK Jaiswal,60.67,RR,58(33),58.48,60.67,,,0.0,1687
M068,BA Stokes,60.67,LSG,8(7),6.91,5.78,'1-19',2.19,54.88,1688
M048,DA Miller,60.66,RR,56(32),57.94,60.66,,,0.0,1689
S02M059,YBK Jaiswal,60.65,RR,46(23),56.59,60.65,,,0.0,1690
S03M052,CV Varun,60.65,PBKS,2(3),0.67,-0.79,'3-49',2.97,61.45,1691
S03M020,Shakib Al Hasan,60.64,PBKS,,,0.0,'2-25',2.75,60.64,1692
S03M020,Shakib Al Hasan,60.64,PBKS,,,0.0,'2-25',2.75,60.64,1693
S03M020,Shakib Al Hasan,60.64,PBKS,,,0.0,'2-25',2.75,60.64,1694
S05M081,RG Sharma,60.62,KKR,37(14),54.24,60.62,,,0.0,1695
M062,GJ Maxwell,60.6,RR,18(12),17.42,16.96,'1-36',2.3,43.64,1696
S05M025,Khrievitso Kense,60.53,RCB,0(1),-0.96,-1.77,'3-34',3.12,62.3,1697
S02M057,R Tewatia,60.53,SRH,,,0.0,'2-42',3.05,60.53,1698
S02M012,KL Rahul,60.52,SRH,51(37),55.69,60.52,,,0.0,1699
S05M079,Naveen-ul-Haq,60.5,SRH,,,0.0,'2-38',2.98,60.5,1700
M013,Shashank Singh,60.49,PBKS,52(33),56.86,60.49,,,0.0,1701
M030,JC Archer,60.46,GT,17(9),19.79,22.71,'1-35',1.96,37.75,1702
S02M030,A Zampa,60.45,SRH,,,0.0,'2-31',2.93,60.45,1703
S03M069,JG Bethell,60.44,SRH,53(35),58.55,65.88,'0-41',0.0,-5.44,1704
S04M083,MP Yadav,60.41,PBKS,,,0.0,'3-40',3.1,60.41,1705
S02M047,N Pooran,60.39,MI,55(34),59.29,60.39,,,0.0,1706
M047,Ramandeep Singh,60.35,RCB,39(25),35.67,35.69,'1-9',0.93,24.66,1707
M029,Bhanu Pania,60.35,MI,49(36),50.34,60.35,,,0.0,1708
S02M019,TA Boult,60.34,MI,,,0.0,'2-39',2.98,60.34,1709
M054,Mohammed Shami,60.33,GT,,,0.0,'3-35',3.06,60.33,1710
S03M062,LS Livingstone,60.33,SRH,36(33),30.56,30.72,'1-30',1.46,29.61,1711
S03M025,Ashutosh Sharma,60.31,RCB,27(14),30.75,33.28,'1-18',1.28,27.03,1712
S05M048,Chirag Jani,60.31,PBKS,52(25),57.67,63.41,'0-36',0.0,-3.1,1713
S02M014,DP Conway,60.29,GT,40(21),51.02,60.29,,,0.0,1714
S02M022,Tanush Kotian,60.29,SRH,,,0.0,'2-14',2.35,60.29,1715
S04M094,MP Yadav,60.26,PBKS,,,0.0,'3-38',2.88,60.26,1716
S02M018,Sanvir Singh,60.22,SRH,8(11),7.12,4.95,'2-34',2.87,55.26,1717
S03M005,JP Inglis,60.22,GT,51(36),53.18,60.22,,,0.0,1718
S02M008,Shashank Singh,60.22,PBKS,29(11),40.0,47.99,'1-5',0.69,12.23,1719
S04M004,Harpreet Brar,60.2,PBKS,,,0.0,'1-32',2.99,60.2,1720
S04M044,Nithish Kumar Reddy,60.16,SRH,42(15),42.0,60.16,,,0.0,1721
M055,Swapnil Singh,60.12,RR,,,0.0,'3-38',2.91,60.12,1722
M065,A Zampa,60.1,LSG,,,0.0,'2-21',1.69,60.1,1723
S05M047,PD Salt,60.08,RCB,52(32),55.27,60.08,,,0.0,1724
S04M007,Rahul Singh,60.04,RCB,57(44),58.28,60.04,,,0.0,1725
S03M011,WG Jacks,60.02,LSG,12(9),9.23,7.75,'1-37',2.46,52.27,1726
S03M001,VR Iyer,60.01,SRH,54(30),57.44,60.01,,,0.0,1727
S04M017,AD Russell,59.98,DC,43(15),57.04,67.12,'0-30',0.0,-7.14,1728
S04M033,Naman Dhir,59.98,GT,35(12),42.83,59.98,,,0.0,1729
S04M052,D Wiese,59.98,GT,31(18),33.58,38.82,'1-33',1.3,21.15,1730
M068,Ishan Kishan,59.97,KKR,54(38),57.09,59.97,,,0.0,1731
S02M029,Ravi Teja,59.97,LSG,,,0.0,'3-37',2.87,59.97,1732
S05M062,LI Meriwala,59.96,DC,,,0.0,'2-30',2.72,59.96,1733
S02M066,Arshdeep Singh,59.87,LSG,,,0.0,'2-34',3.01,59.87,1734
S04M058,BJ McMullen,59.87,RR,65(36),65.0,65.78,'0-26',0.0,-5.92,1735
M008,Sandeep Sharma,59.85,RR,,,0.0,'2-43',3.06,59.85,1736
M047,Harshit Rana,59.83,PBKS,,,0.0,'1-26',2.34,59.83,1737
S05M009,MA Starc,59.82,KKR,,,0.0,'3-36',2.82,59.82,1738
S03M021,N Sindhu,59.76,DC,27(13),33.17,38.79,'1-44',1.19,20.96,1739
S03M035,C Green,59.75,RCB,,,0.0,'1-9',2.43,59.75,1740
M031,CV Varun,59.75,PBKS,,,0.0,'2-5',2.3,59.75,1741
S02M027,HV Patel,59.71,PBKS,,,0.0,'2-37',2.75,59.71,1742
S03M040,Washington Sundar,59.69,PBKS,2(1),1.8,1.31,'2-25',3.02,58.38,1743
S03M047,V Kohli,59.68,DC,56(33),56.25,59.68,,,0.0,1744
S05M063,KA Maharaj,59.58,SRH,,,0.0,'3-35',3.07,59.58,1745
S04M032,M Siddharth,59.58,CSK,1(1),-0.32,-1.18,'3-28',2.93,60.76,1746
S05M041,JP Inglis,59.5,GT,45(22),52.0,59.5,,,0.0,1747
S02M055,AM Rahane,59.49,KKR,58(42),58.31,59.49,,,0.0,1748
S04M026,Naveen-ul-Haq,59.49,SRH,,,0.0,'3-38',2.9,59.49,1749
S03M044,JC Buttler,59.48,KKR,34(13),42.98,59.48,,,0.0,1750
S02M053,KA Pollard,59.47,CSK,42(20),47.76,59.47,,,0.0,1751
S04M051,S Lamichhane,59.41,DC,0(1),-0.99,-1.74,'2-61',3.19,61.15,1752
S05M017,KA Pollard,59.41,CSK,9(4),9.0,11.03,'1-12',1.75,48.37,1753
M033,K Kartikeya,59.4,GT,,,0.0,'2-25',2.59,59.4,1754
S03M020,MA Starc,59.39,KKR,13(12),10.47,9.59,'2-41',2.55,49.8,1755
S03M020,MA Starc,59.39,KKR,13(12),10.47,9.59,'2-41',2.55,49.8,1756
S03M020,MA Starc,59.39,KKR,13(12),10.47,9.59,'2-41',2.55,49.8,1757
S04M025,Sikandar Raza,59.36,MI,,,0.0,'3-28',2.85,59.36,1758
S04M042,LI Meriwala,59.3,DC,,,0.0,'2-36',2.8,59.3,1759
S05M012,JDS Neesham,59.29,DC,27(18),27.17,27.36,'1-45',1.85,31.93,1760
S04M091,N Rana,59.28,PBKS,55(35),55.52,59.28,,,0.0,1761
S04M004,Shashank Singh,59.26,PBKS,0(2),-0.36,-1.78,'2-17',2.59,61.04,1762
S05M031,Ashutosh Sharma,59.26,RCB,3(4),1.91,0.12,'2-9',2.14,59.15,1763
S02M013,V Puthur,59.24,LSG,,,0.0,'2-39',2.58,59.24,1764
S04M027,CH Morris,59.24,DC,,,0.0,'2-39',3.18,59.24,1765
S05M007,Tanush Kotian,59.23,CSK,9(6),9.21,9.4,'2-53',2.71,49.83,1766
S02M014,Ishan Kishan,59.18,KKR,51(33),53.66,59.18,,,0.0,1767
S04M077,V Kohli,59.18,DC,49(27),55.53,59.18,,,0.0,1768
S04M073,M Pathirana,59.14,RCB,,,0.0,'3-38',2.79,59.14,1769
S02M002,Cheepurapalli Stephen,59.13,DC,,,0.0,'2-36',2.85,59.13,1770
S03M073,WL Madsen,59.11,MI,60(40),61.24,64.42,'0-8',0.0,-5.3,1771
S04M062,RA Bawa,59.1,SRH,39(16),52.44,64.52,'0-35',0.0,-5.41,1772
S04M064,M Pathirana,59.09,RCB,1(8),-0.03,-1.09,'2-53',3.04,60.17,1773
S04M014,Smaran Ravichandran,59.08,PBKS,55(38),57.06,59.08,,,0.0,1774
S02M073,M Prasidh Krishna,59.08,DC,,,0.0,'1-26',1.72,59.08,1775
S03M036,VR Iyer,59.08,SRH,39(18),52.11,59.08,,,0.0,1776
S04M056,KL Rahul,59.06,SRH,47(34),50.22,59.06,,,0.0,1777
S03M054,RS Hangargekar,59.02,RCB,15(4),21.77,56.86,'0-33',0.0,2.16,1778
S02M052,Naman Dhir,58.99,GT,62(41),60.62,58.99,,,0.0,1779
M070,Yash Thakur,58.97,PBKS,,,0.0,'2-20',2.43,58.97,1780
S04M069,A Sheth,58.97,DC,,,0.0,'2-34',2.65,58.97,1781
S02M043,I Sharma,58.94,GT,,,0.0,'2-36',2.99,58.94,1782
S03M070,JP Inglis,58.93,GT,50(25),52.17,58.93,,,0.0,1783
M043,Avesh Khan,58.91,RCB,7(6),5.88,4.83,'2-29',2.57,54.09,1784
S03M004,AM Rahane,58.9,KKR,51(27),53.33,58.9,,,0.0,1785
S02M014,B Kumar,58.88,KKR,,,0.0,'3-39',3.09,58.88,1786
S04M025,C Green,58.83,KKR,43(26),51.11,58.83,,,0.0,1787
S04M029,M Pathirana,58.81,RCB,6(3),7.38,8.59,'2-51',2.66,50.22,1788
S04M013,RG Sharma,58.75,KKR,30(11),39.57,58.75,,,0.0,1789
M009,M Pathirana,58.72,RCB,,,0.0,'2-23',2.48,58.72,1790
S04M052,CH Gayle,58.67,CSK,50(30),51.45,58.67,,,0.0,1791
S02M065,MK Lomror,58.66,SRH,55(32),56.0,58.66,,,0.0,1792
S03M037,AM Rahane,58.66,KKR,60(42),59.41,58.66,,,0.0,1793
S02M040,Ishan Kishan,58.66,KKR,49(29),53.75,58.66,,,0.0,1794
S02M065,S Dube,58.65,RR,52(30),57.57,58.65,,,0.0,1795
M063,Ravi Bishnoi,58.63,PBKS,,,0.0,'2-26',2.39,58.63,1796
S05M054,N Pooran,58.55,MI,47(23),54.26,58.55,,,0.0,1797
S03M021,SA Yadav,58.52,DC,46(24),52.55,58.52,,,0.0,1798
M029,VG Arora,58.51,KKR,14(7),14.63,15.69,'1-43',2.12,42.82,1799
S02M036,YBK Jaiswal,58.51,RR,50(29),53.77,58.51,,,0.0,1800
S03M003,M Prasidh Krishna,58.5,DC,2(3),0.31,-0.57,'2-39',2.75,59.07,1801
S03M042,M Jansen,58.5,RR,1(2),-0.09,-1.12,'2-36',3.06,59.62,1802
S02M017,Smaran Ravichandran,58.5,PBKS,51(30),54.44,58.5,,,0.0,1803
M026,N Rana,58.49,KKR,40(24),49.64,58.49,,,0.0,1804
S03M052,Washington Sundar,58.48,PBKS,8(4),8.76,9.59,'1-18',2.22,48.88,1805
S05M076,SP Narine,58.48,KKR,29(11),42.54,63.18,'0-45',0.0,-4.7,1806
S04M076,GJ Maxwell,58.45,RR,42(14),53.59,63.63,'0-34',0.0,-5.18,1807
S02M070,Mohammed Shami,58.44,PBKS,,,0.0,'2-34',2.76,58.44,1808
S04M052,RD Gaikwad,58.36,GT,46(22),52.73,58.36,,,0.0,1809
S05M069,Khushdil Shah,58.35,DC,7(4),7.12,7.68,'1-39',1.89,50.67,1810
S05M013,Mohammad Ghazanfar,58.34,SRH,9(3),11.73,16.09,'2-24',1.9,42.25,1811
S05M038,Anmolpreet Singh,58.34,CSK,44(21),48.95,58.34,,,0.0,1812
S02M030,VR Iyer,58.32,SRH,66(44),61.65,58.32,,,0.0,1813
M037,RD Gaikwad,58.26,RCB,38(18),49.59,58.26,,,0.0,1814
S03M072,N Pooran,58.25,MI,56(34),56.44,58.25,,,0.0,1815
M047,M Pathirana,58.24,RCB,,,0.0,'2-44',2.88,58.24,1816
S04M082,Ashwani Kumar,58.18,RR,,,0.0,'3-57',2.93,58.18,1817
S03M004,Abdul Samad,58.17,LSG,19(6),27.85,31.5,'1-30',1.3,26.67,1818
S03M039,FH Allen,58.16,LSG,57(41),57.45,58.16,,,0.0,1819
M056,HS Desai,58.15,DC,40(16),50.71,58.15,,,0.0,1820
S05M083,Tilak Varma,58.14,CSK,44(20),50.93,58.14,,,0.0,1821
S05M013,VR Iyer,58.13,SRH,36(15),44.52,58.13,,,0.0,1822
S02M022,M Siddharth,58.1,CSK,4(1),8.22,14.55,'1-31',1.96,43.55,1823
S03M020,Ravi Bishnoi,58.09,PBKS,,,0.0,'2-24',2.78,58.09,1824
S03M020,Ravi Bishnoi,58.09,PBKS,,,0.0,'2-24',2.78,58.09,1825
S03M020,Ravi Bishnoi,58.09,PBKS,,,0.0,'2-24',2.78,58.09,1826
S02M002,P Simran Singh,58.07,SRH,49(24),53.06,58.07,,,0.0,1827
S02M032,R Parag,58.02,GT,62(42),59.01,58.02,,,0.0,1828
S05M022,H Klaasen,58.01,CSK,62(49),59.49,58.01,,,0.0,1829
S05M013,Tanush Kotian,58.0,CSK,17(10),17.27,17.45,'1-28',1.92,40.55,1830
S05M031,DJ Bravo,57.97,RCB,18(13),17.0,15.35,'2-7',1.5,42.62,1831
M001,SS Iyer,57.95,LSG,49(30),52.39,57.95,,,0.0,1832
S04M079,PHKD Mendis,57.94,SRH,9(4),9.8,10.71,'2-13',1.86,47.23,1833
S02M022,P Simran Singh,57.92,SRH,61(54),60.22,57.92,,,0.0,1834
M027,P Simran Singh,57.91,SRH,51(33),55.3,57.91,,,0.0,1835
S02M027,T Natarajan,57.91,CSK,,,0.0,'1-29',2.69,57.91,1836
S04M017,JM Sharma,57.9,RCB,47(23),51.71,57.9,,,0.0,1837
S05M034,SA Yadav,57.89,DC,25(16),25.0,57.89,,,0.0,1838
S03M073,N Pooran,57.84,MI,55(35),55.8,57.84,,,0.0,1839
S03M038,RR Rossouw,57.83,MI,55(34),56.23,57.83,,,0.0,1840
S02M031,YBK Jaiswal,57.79,RR,56(28),56.96,57.79,,,0.0,1841
S03M039,Ramandeep Singh,57.71,LSG,,,0.0,'1-10',2.31,57.71,1842
M010,MJ Santner,57.71,KKR,,,0.0,'1-28',2.52,57.71,1843
M008,YBK Jaiswal,57.68,RR,50(35),53.91,57.68,,,0.0,1844
S05M081,DS Rathi,57.67,KKR,,,0.0,'2-37',2.87,57.67,1845
S05M025,Abdul Samad,57.63,LSG,12(7),13.32,14.31,'1-19',1.86,43.31,1846
S05M074,Suryansh Shedge,57.62,CSK,5(6),3.17,1.36,'2-34',2.71,56.26,1847
S04M023,T Natarajan,57.61,CSK,,,0.0,'2-53',2.82,57.61,1848
S04M002,DS Airee,57.53,RCB,33(29),31.73,30.84,'1-13',1.06,26.68,1849
M014,Harpreet Brar,57.52,RCB,47(28),57.56,57.59,'0-35',0.0,-0.08,1850
S05M061,Karan Lal,57.52,RR,17(12),16.68,16.64,'1-49',2.26,40.88,1851
S02M071,MG Bracewell,57.51,DC,22(11),25.02,30.33,'1-15',1.31,27.18,1852
S04M019,MA Agarwal,57.49,RR,50(31),53.31,57.49,,,0.0,1853
S05M078,LI Meriwala,57.43,DC,4(4),2.29,1.43,'1-29',2.48,56.0,1854
S02M050,N Sindhu,57.39,DC,49(32),51.7,57.39,,,0.0,1855
M041,Tilak Varma,57.37,CSK,56(46),56.51,57.37,,,0.0,1856
S05M048,JJ Smit,57.37,PBKS,10(4),12.29,14.6,'1-30',2.13,42.77,1857
S02M028,Naman Dhir,57.37,GT,60(37),59.2,57.37,,,0.0,1858
S04M034,BJ McMullen,57.37,RR,53(27),55.78,59.68,'0-8',0.0,-2.31,1859
M064,AM Rahane,57.32,KKR,60(46),58.59,57.32,,,0.0,1860
S04M039,RD Rickelton,57.3,LSG,37(12),41.09,57.3,,,0.0,1861
S02M050,Sikandar Raza,57.3,DC,34(26),33.69,33.04,'1-28',1.11,24.27,1862
S05M020,MA Starc,57.28,KKR,,,0.0,'3-38',2.88,57.28,1863
S03M026,Fazalhaq Farooqi,57.28,CSK,,,0.0,'1-26',1.62,57.28,1864
S05M041,Mayank Dagar,57.25,LSG,0(3),-0.78,-1.77,'2-42',3.01,59.03,1865
S02M030,AK Markram,57.24,SRH,4(2),3.18,2.56,'2-38',2.86,54.68,1866
S03M001,RM Patidar,57.24,RR,58(39),57.84,57.24,,,0.0,1867
S05M069,LS Livingstone,57.23,KKR,,,0.0,'2-19',2.08,57.23,1868
M035,A Zampa,57.22,LSG,,,0.0,'2-29',2.64,57.22,1869
S03M039,CJ Jordan,57.19,GT,,,0.0,'1-12',2.07,57.19,1870
S04M005,HV Patel,57.16,RR,3(7),1.41,-0.19,'2-42',3.01,57.34,1871
S04M022,Noor Ahmad,57.15,GT,,,0.0,'2-54',2.76,57.15,1872
S04M064,N Rana,57.13,PBKS,36(13),42.7,57.13,,,0.0,1873
S02M050,MG Bracewell,57.08,DC,14(17),13.04,11.03,'1-39',2.56,46.05,1874
S05M040,A Nagwaswalla,57.07,RR,,,0.0,'2-18',2.52,57.07,1875
S03M051,Abishek Porel,57.03,DC,52(35),54.7,57.03,,,0.0,1876
S02M066,BA Stokes,57.02,LSG,57(46),57.02,57.3,'0-31',0.0,-0.28,1877
S04M047,Arshad Khan,57.01,RR,20(15),20.37,20.65,'1-7',1.33,36.37,1878
S02M057,KL Rahul,56.95,SRH,69(48),61.46,56.95,,,0.0,1879
S04M078,Tilak Varma,56.95,CSK,55(35),55.38,56.95,,,0.0,1880
S05M078,SA Yadav,56.91,DC,47(25),53.57,56.91,,,0.0,1881
S04M080,SP Narine,56.91,KKR,16(13),17.86,19.66,'1-26',0.82,37.25,1882
S02M067,N Pooran,56.88,MI,57(39),56.94,56.88,,,0.0,1883
S04M011,YS Chahal,56.83,RCB,,,0.0,'2-31',2.75,56.83,1884
S02M066,AR Patel,56.82,CSK,43(23),47.8,62.07,'0-52',0.0,-5.25,1885
S04M074,V Kohli,56.8,DC,56(39),56.09,56.8,,,0.0,1886
S02M060,SM Curran,56.79,KKR,17(8),18.81,22.3,'1-33',1.77,34.49,1887
S02M031,RD Rickelton,56.75,RR,55(31),55.94,56.75,,,0.0,1888
M050,Jagjit Singh,56.73,CSK,,,0.0,'2-37',3.07,56.73,1889
S02M042,JM Sharma,56.73,RCB,51(31),53.55,56.73,,,0.0,1890
S02M048,M Jansen,56.69,GT,14(16),10.97,9.16,'1-35',2.62,47.53,1891
S05M076,LS Livingstone,56.68,KKR,27(31),25.37,22.89,'1-17',1.52,33.8,1892
S05M056,MR Marsh,56.67,SRH,10(10),9.72,8.54,'2-14',2.18,48.13,1893
S04M048,R Shepherd,56.66,GT,,,0.0,'1-45',3.12,56.66,1894
S02M060,TM Head,56.64,CSK,47(26),50.95,56.64,,,0.0,1895
S04M040,Tanush Kotian,56.62,CSK,,,0.0,'2-31',2.57,56.62,1896
S05M084,Arshdeep Singh,56.58,LSG,,,0.0,'3-46',2.61,56.58,1897
S04M008,JJ Bumrah,56.57,MI,,,0.0,'2-36',2.59,56.57,1898
S04M041,JJ Smit,56.55,PBKS,,,0.0,'2-32',2.81,56.55,1899
S03M041,SA Yadav,56.52,DC,49(30),50.85,56.52,,,0.0,1900
S03M034,Avesh Khan,56.52,DC,,,0.0,'1-36',2.45,56.52,1901
S05M031,JM Sharma,56.5,RCB,54(35),54.95,56.5,,,0.0,1902
S03M033,JJ Bumrah,56.46,MI,6(5),3.6,3.2,'1-48',2.77,53.27,1903
S03M059,Naman Dhir,56.42,GT,46(25),50.49,56.42,,,0.0,1904
S04M007,DAJ Bracewell,56.4,RCB,,,0.0,'3-41',2.85,56.4,1905
S05M078,JR Hazlewood,56.4,RR,,,0.0,'2-35',3.05,56.4,1906
M057,AK Markram,56.39,SRH,46(25),49.62,56.39,,,0.0,1907
S05M011,JP Inglis,56.36,GT,37(13),44.35,56.36,,,0.0,1908
S05M066,SV Samson,56.34,GT,42(20),51.77,56.34,,,0.0,1909
M073,MADI Hemantha,56.34,CSK,6(1),12.04,47.35,'1-41',0.82,8.99,1910
M046,A Zampa,56.33,LSG,,,0.0,'2-33',2.7,56.33,1911
S02M062,PP Shaw,56.29,MI,58(40),57.39,56.29,,,0.0,1912
S05M048,MA Starc,56.28,KKR,1(1),-0.09,-0.49,'2-24',2.62,56.77,1913
S02M029,RR Rossouw,56.27,MI,51(31),53.43,56.27,,,0.0,1914
S02M017,Washington Sundar,56.26,PBKS,,,0.0,'3-21',2.49,56.26,1915
S02M066,SS Iyer,56.25,LSG,48(32),48.56,56.25,,,0.0,1916
S02M014,JC Buttler,56.2,KKR,48(32),50.66,56.2,,,0.0,1917
S05M007,Tilak Varma,56.19,CSK,46(30),51.26,56.19,,,0.0,1918
S02M038,KL Rahul,56.18,SRH,52(36),54.3,56.18,,,0.0,1919
S04M031,MJ Owen,56.17,DC,55(35),57.16,62.02,'0-20',0.0,-5.85,1920
M068,D Padikkal,56.16,KKR,55(43),55.6,56.16,,,0.0,1921
S03M012,Abhishek Sharma,56.15,MI,41(25),45.87,50.43,'0-18',0.0,5.71,1922
